pnid,MVIT,RVIT,XRVIT,MVIT5Y,RVIT5Y,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3_직전_숙박일수,Q2_3_직후_숙박일수,MQ2_3_직전_숙박일수,MQ2_3_직후_숙박일수,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,MQ6_1R,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
16659,15,4,5,6.0,2,2,1,2,8,5,3,5,,,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,14,7,4,6,1,4,,,5,4,6,,,,11,5,1,,,,,,,,,10,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,,,,,,13,14,,,,,,,1,2,14,11538,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2145.00,3,2145.00,3,429.00,4,429.00,4,,429.00,,,4,,,429.00,,,4,,653.96,0.00,,130.79,13.08,,,,0.00,0.00,0.00,6.54,19.62,0.00,0.00,0.00,0.00,196.19,13.08,980.95,130.79,0.00,0.00,4,1,,4,2,,,,1,1,1,2,2,1,1,1,1,4,2,4,4,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,5,,5,5,5,,,,,,,,,,,5,5,,,4,5,5,5,5,5,5,9,5,9,,5,5,11,4,2,,2,4,1,4,2,,,,1930.00,1930.00
16660,3,3,5,3.0,1,1,2,2,8,7,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,5,1,4,1,,,3,5,6,3,6,,,4,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,4,,,,,,10,,,,,,,,,,,4,3,2,26508,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,10,11,11,4,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,10,,,,,,,,10,,,,,,,,2884.53,3,2432.74,3,262.23,3,221.16,3,262.23,,,3,,,221.16,,,3,,,,0.00,1042.60,486.55,0.00,0.00,451.79,0.00,0.00,0.00,0.00,0.00,69.51,0.00,0.00,0.00,0.00,834.08,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,4,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,,3,,,,,,,,,,,30.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,,4,4,5,5,5,,,,,,4,,,,,,,5,3,5,5,5,4,5,4,5,5,,4,5,11,4,5,,2,4,2,3,1,,,,530.52,530.52
16661,6,4,5,10.0,3,1,1,4,2,5,11,,,,8,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,6,,4,1,,,10,6,8,,,,11,5,1,,,,,,,,,,,2,,,2,,,,,,6,,,4,3,0,4,3,3,3,0,3,3,1,2,,,,,,,,,,,,,,,,,,,1,2,,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,1,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,975.00,1,691.94,1,325.00,4,230.65,3,325.00,,,4,,,230.65,,,3,,,,0.00,188.71,125.81,31.45,283.06,0.00,0.00,0.00,0.00,0.00,6.29,12.58,0.00,0.00,0.00,0.00,314.52,12.58,0.00,0.00,0.00,0.00,,1,3,4,3,4,1,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,,2,3,,,,,,,,,,,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,7,,4,4,4,,,,,,,,,,,,,,,3,4,4,4,4,4,4,3,3,3,,4,4,11,4,2,,1,3,1,4,1,,,,2093.88,2093.88
16663,10,4,5,2.0,1,1,1,7,8,2,3,,,,9,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,4,3,9,1,3,5,,5,3,4,,,,11,5,1,,,,,,,,,,,2,,,2,,,,,5,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,,,,,,,,,,,,,,,,5,3,1,11514,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,1,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,721.50,1,461.50,1,240.50,3,153.83,3,240.50,,,3,,,153.83,,,3,,,,0.00,195.00,65.00,16.25,260.00,0.00,0.00,0.00,0.00,0.00,3.25,16.25,0.00,0.00,0.00,0.00,162.50,3.25,0.00,0.00,0.00,0.00,,1,3,3,2,4,1,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,1,2,,,,,,,,,,,,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,7,5,5,5,5,,5,,,,,,,,,,,,4,4,4,5,5,5,4,5,5,5,,5,5,11,4,2,,2,2,1,4,1,,,,1975.95,1975.95
16664,15,4,5,4.0,1,2,1,7,5,8,6,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,6,4,5,5,1,,,8,1,7,4,2,8,,6,1,,,,,,,,,,,2,,,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,,,,,,,,,,,,,,,,1,2,3,11021,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,1,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,1007.50,2,1007.50,2,335.83,4,335.83,4,,335.83,,,4,,,335.83,,,4,,572.99,0.00,,63.67,15.92,,,,0.00,0.00,0.00,0.00,31.83,0.00,0.00,0.00,0.00,318.33,4.77,0.00,0.00,0.00,0.00,4,1,,3,2,,,,1,1,1,1,3,1,1,1,1,4,2,1,1,1,1,1,2,3,,,,,,,,,,,30.00,20.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,8,5,4,4,4,4,,4,,,,,,,,,,,,4,3,4,3,4,4,4,4,5,4,,5,5,11,4,2,,2,4,1,4,2,,,,1930.00,1930.00
16665,20,4,5,10.0,3,2,1,8,2,,5,,,,7,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,5,4,1,4,6,,8,10,1,,,,11,4,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,,,,13,,,,,,,,1,2,13,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1657.50,2,1657.50,2,414.38,4,414.38,4,,414.38,,,4,,,414.38,,,4,,482.77,0.00,,96.55,9.66,,,,0.00,0.00,0.00,0.00,32.18,0.00,0.00,0.00,0.00,965.53,6.44,0.00,64.37,0.00,0.00,3,1,,3,2,,,,1,1,1,1,3,1,1,1,1,4,2,1,3,1,1,1,2,3,4,,,,8,,,,,,10.00,10.00,15.00,60.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2,5,6,4,5,4,5,,,,,,,,,,5,,,,4,4,5,4,5,5,4,9,4,4,,5,4,11,4,2,,1,5,1,4,2,,,,1985.75,1985.75
16666,4,4,5,6.0,2,1,1,2,7,5,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,3,1,3,6,1,4,7,,3,4,6,8,6,,,5,1,,,,,,7,,,,,2,,,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,,3,,,,,8,,,,,,,,,,,,,8,1,3,26006,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,3,4,4,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,845.00,1,574.60,1,211.25,3,143.65,3,211.25,,,3,,,143.65,,,3,,,,0.00,202.80,101.40,0.00,270.40,0.00,0.00,0.00,0.00,0.00,0.00,33.80,0.00,0.00,101.40,0.00,135.20,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,4,1,1,1,1,1,1,3,1,1,4,1,4,1,1,1,1,1,,2,,,,,,,,,11,,,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,3,4,,5,5,,4,,,,,5,,,,,,,,,5,5,5,5,5,4,5,5,5,5,,5,5,11,4,2,,2,2,1,4,1,,,,1975.95,1975.95
16667,3,3,5,4.0,1,1,2,2,7,3,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,5,6,1,4,,,5,3,6,,,,11,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,11,,,,,,,,,,1,3,11,26503,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,3,4,4,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,3,,,,,,,,3,,,,,,,961.51,1,633.02,1,240.38,3,158.26,3,240.38,,,3,,,158.26,,,3,,,,0.00,136.87,273.74,0.00,328.49,0.00,0.00,0.00,0.00,0.00,8.90,8.21,0.00,0.00,0.00,0.00,205.30,0.00,0.00,0.00,0.00,0.00,,1,3,4,1,4,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,,2,,,,6,,,,10,,,,0.00,50.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,6,7,3,5,5,4,5,,,,,,,,5,,,,,,5,3,5,5,4,5,5,5,5,5,,4,4,11,4,3,,2,2,2,3,1,,,,891.48,891.48
16668,2,2,5,5.0,2,1,1,2,4,5,1,6,10,,2,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,5,4,1,4,6,,3,4,,9,,,,4,1,,,,,,,,,,,2,,,2,,2,,4,5,,,,6,5,2,4,3,3,3,2,3,3,1,2,,4,,,,,,,,,13,,,,,,,,4,1,2,26508,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,5,6,6,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,2197.74,3,1814.33,2,366.29,4,302.39,4,366.29,,,4,,,302.39,,,4,,,,0.00,821.59,273.86,0.00,0.00,383.41,0.00,0.00,0.00,0.00,0.00,34.23,0.00,0.00,0.00,0.00,547.72,0.00,0.00,136.93,0.00,0.00,,1,5,4,1,1,4,1,1,1,1,1,3,1,1,1,1,4,1,1,4,1,1,1,2,3,,,,,,,,,,,30.00,30.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,4,5,5,4,,5,,,,,,,,,5,,,,5,2,5,5,5,5,5,5,5,5,,5,4,11,4,1,,2,6,1,2,1,,,,1658.85,1658.85
16669,2,2,5,3.0,1,3,1,9,2,4,4,8,9,,7,5,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,4,10,3,1,4,5,,3,6,1,8,9,6,,4,,,,,,,,,,,,,,,2,,,,,5,6,7,,14,13,0,14,13,3,3,0,3,3,1,2,3,,5,,7,,,,,,,,,,,,,,3,5,2,47051,,,,,,,,,,,,,9,,,12,,,,,,,,,,,6,,,,2,,,2,1,2,2,1,,,,,,,,,1,,,0,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,892.83,1,892.83,1,446.42,4,446.42,4,,,446.42,,,4,,,446.42,,,4,535.70,35.71,,35.71,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.71,0.00,0.00,0.00,0.00,,4,1,,3,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,4,,,,,,10,11,,,40.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,7,8,5,4,4,4,4,,5,,5,,,,,,,,,,5,2,5,4,5,5,5,4,5,5,5,4,4,11,4,6,,2,3,1,2,3,,,,756.47,756.47
16670,1,1,,3.0,1,1,1,4,9,1,1,4,5,,1,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,7,4,1,4,1,6,,3,5,6,6,9,3,,5,1,,,,,,,,,10,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,,,,13,14,,,,,,,14,13,1,26503,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,7,8,8,3,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,2060.38,3,1661.83,2,257.55,3,207.73,3,257.55,,,3,,,207.73,,,3,,,,0.00,427.02,213.51,35.59,0.00,398.55,0.00,0.00,0.00,0.00,14.23,35.59,0.00,0.00,0.00,0.00,284.68,10.68,640.53,0.00,0.00,0.00,,1,4,4,3,1,4,1,1,1,1,2,3,1,1,1,1,4,2,4,1,1,1,1,2,3,,,6,,,,,,,,30.00,30.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,6,5,5,5,5,5,,,,,,,,,,5,5,,,5,3,5,4,5,4,5,5,5,4,,5,4,11,4,6,,2,2,1,1,1,,,,551.60,551.60
16671,1,1,,1.0,1,3,1,4,1,9,6,4,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,1,9,,2,3,,,,,,5,3,,,5,,,,,,,,,,,,,,,2,,,,,,6,,,15,14,0,15,14,3,3,0,3,3,1,,3,,5,6,7,,,,,,,,,,,,,,7,5,1,31502,,,,,,,,,,,,,,,,12,13,,,,,,,,,,6,,,,2,,,2,3,4,4,2,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,3,,,,,,,,3,,,,,,,732.24,1,732.24,1,183.06,3,183.06,3,,,183.06,,,3,,,183.06,,,3,573.48,35.64,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.12,0.00,0.00,0.00,0.00,,4,1,,1,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,,,6,,,,,,,,40.00,20.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,8,5,5,,4,,5,5,5,,,,,,,,,,4,4,5,5,5,5,4,5,5,5,5,5,5,11,4,3,,2,4,1,1,3,,,,1041.12,1041.12
16672,2,2,5,2.0,1,1,2,2,9,5,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,6,4,1,,,3,6,,6,8,9,,5,,,,,,,,,,,99,2,,,2,,,3,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,10,11,,,,,,,,,,1,10,2,48517,,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,,2,,,2,7,8,8,3,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,7,,,,,,,,,7,,,,,,,,7,,1236.23,2,767.91,1,154.53,3,95.99,2,154.53,,,3,,,95.99,,,2,,,,0.00,0.00,137.74,68.87,0.00,468.32,0.00,0.00,0.00,0.00,0.00,41.32,0.00,0.00,20.66,0.00,482.09,17.22,0.00,0.00,0.00,0.00,,1,1,4,3,1,4,1,1,1,1,1,3,1,1,2,1,4,2,1,1,1,1,1,2,3,4,,,,,,,,,,30.00,40.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,8,3,5,5,5,5,,,,,,,5,5,,,,,,5,3,5,4,5,3,5,5,5,5,,5,4,11,4,7,,1,2,2,2,1,,,,493.11,493.11
16673,1,1,,2.0,1,3,1,5,8,7,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,7,9,1,5,3,2,1,,5,6,,,,,11,4,,,,,,,,,,,,,,,2,,,,,,6,,,18,17,0,18,17,3,3,0,3,3,1,,3,,5,,7,,,,,,,,,,,,,,7,5,3,26505,,,,,,,,,,,,,,,,12,13,,,,,,,,,,6,,,,2,,,2,3,4,4,2,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,751.68,1,751.68,1,187.92,3,187.92,3,,,187.92,,,3,,,187.92,,,3,579.96,35.64,,16.20,16.20,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.68,0.00,0.00,0.00,0.00,,4,1,,2,2,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,,,4,,,,,9,,11,,,50.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,6,4,,4,4,,5,,4,,3,,,,,,,,,,4,5,5,4,4,5,5,4,4,4,4,4,4,11,4,3,,2,5,1,1,3,,,,1546.48,1546.48
16674,3,3,5,3.0,1,1,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,,3,5,11,7,,,,5,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,,7,,,10,,,,,,,,,19,,19,2,3,26511,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,15,16,16,4,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,15,,,,,,,,15,,,1648.31,2,1201.89,2,103.02,3,75.12,2,103.02,,,3,,,75.12,,,2,,,,0.00,206.04,137.36,68.68,0.00,446.42,0.00,0.00,0.00,0.00,20.60,34.34,0.00,0.00,34.34,0.00,206.04,13.74,0.00,0.00,480.76,0.00,,1,4,4,3,1,4,1,1,1,1,2,3,1,1,3,1,4,2,1,1,4,1,1,2,3,4,,,,,,10,11,,,20.00,20.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,3,6,7,4,4,5,5,,4,,5,,,5,,,,,,,5,3,5,4,4,5,5,4,4,5,,4,5,11,4,7,,2,2,4,3,1,,,,575.41,575.41
16675,1,1,,1.0,1,3,1,9,7,,1,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,4,3,2,4,,,,,,,,,11,4,,,,,,,,,,,,,,,2,,,,,,6,,,12,11,0,12,11,3,3,0,3,3,1,,3,,5,6,7,,,,,,,,,,,,,,3,1,7,26505,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,2,3,3,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,641.52,1,641.52,1,213.84,3,213.84,3,,,213.84,,,3,,,213.84,,,3,453.60,25.92,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.00,0.00,0.00,0.00,0.00,,3,1,,1,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,,2,,,,,,,,,,12,,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,2,3,,3,3,,5,,4,3,3,,,,,,,,,,3,3,4,5,4,3,3,3,3,4,4,3,3,11,4,3,,2,4,1,1,3,,,,1041.12,1041.12
