pnid,MVIT,RVIT,XRVIT,MVIT5Y,RVIT5Y,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3_직전_숙박일수,Q2_3_직후_숙박일수,MQ2_3_직전_숙박일수,MQ2_3_직후_숙박일수,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,MQ6_1R,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
102,4,4,5,2.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,18,,,1,2,3,41511,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,7,8,8,3,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,921.69,1,648.25,1,115.21,3,81.03,2,115.21,,,3,,,81.03,,,2,,,,0.00,300.12,200.08,0.00,0.00,273.44,0.00,0.00,0.00,0.00,10.00,4.67,0.00,0.00,0.00,0.00,133.38,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,3,,4,4,4,4,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,4,4,1,1,12,12,1,3,3,4,1,431.19,,,,431.19
104,1,1,,1.0,1,3,1,8,1,7,1,6,3,,7,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,3,9,3,1,,,1,6,5,9,8,2,,5,,,,,,,,,,,,,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,,2,3,4,,6,7,8,,,11,12,,,,,,,,,4,11,3,42001,11012,,,,1,,3,4,,,,,,,,,,,,,,1,,3,4,,,,,,,3,1,2,5,6,6,2,5,,0,0,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,5,,0,0,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1074.15,2,1074.15,2,179.03,3,179.03,3,,,179.03,,,3,,,179.03,,,3,868.00,0.00,,68.20,31.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,13.95,0.00,0.00,0.00,,4,1,,3,3,,,,1,1,1,1,1,1,1,1,1,3,2,1,1,1,,1,2,,,,,,,,,,,,30.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,8,3,4,,4,5,4,,5,4,5,,,4,5,,,,,4,4,5,4,5,5,4,4,5,5,5,5,5,1,1,13,,1,2,1,1,3,372.28,,,,372.28
105,1,1,,1.0,1,1,2,3,11,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,4,2,,4,3,1,,1,2,,,,,11,3,,,,,,,,,,,99,2,,,2,,,3,,,,,,3,2,0,3,2,3,2,0,3,2,1,2,3,,5,6,7,,,,,,,,,,,,,,7,6,1,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,10,11,11,4,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,10,,,,,,,,10,,1165.00,2,715.00,1,105.91,3,65.00,2,105.91,,,3,,,65.00,,,2,,,,0.00,0.00,100.00,100.00,0.00,450.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,50.00,0.00,400.00,35.00,0.00,0.00,0.00,0.00,,1,1,3,3,1,4,1,1,1,1,2,2,1,1,3,1,4,3,1,1,1,1,1,,,,5,6,,,,10,,,,45.00,0.00,0.00,0.00,20.00,25.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,6,3,4,5,5,5,5,,5,5,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,12,12,2,2,2,1,1,446.14,,,,446.14
106,1,1,,10.0,3,3,1,8,9,7,1,6,5,,7,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,4,5,1,4,3,1,6,,6,5,1,4,3,7,,4,,,,,,,,,,,,,,,2,,2,,,,,,,6,5,2,4,3,3,3,2,3,3,1,2,3,,5,6,7,,,,,,,,,,,,,,1,2,3,11001,,,,,1,,,4,,6,,,,,,,,,,,,1,,,4,5,,,,,,3,1,2,4,5,5,2,4,,,0,,0,,,,,,,,,,,,5,,,1,,1,,,,,,,,,,,,4,,,0,,0,,,,,,,,,,,,5,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,872.34,1,872.34,1,174.47,3,174.47,3,,,174.47,,,3,,,174.47,,,3,620.00,0.00,,124.00,4.34,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00,0.00,0.00,0.00,0.00,,4,1,,4,2,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,,,,4,5,,7,,,,,,,0.00,0.00,0.00,40.00,50.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,,5,5,5,5,,5,5,5,,,,,,,,,,5,4,5,5,5,5,5,5,5,5,5,4,4,1,1,13,,2,3,1,1,3,349.75,,,,349.75
107,4,4,5,3.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,4,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11211,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1485.84,2,495.28,1,371.46,4,123.82,3,371.46,,,4,,,123.82,,,3,,,,0.00,371.46,123.82,0.00,0.00,990.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,9,5,5,,5,5,1,1,16,,1,4,3,4,1,160.99,,,,160.99
108,3,3,5,3.0,1,1,1,3,5,7,1,,,,3,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,11,,,1,,,,5,6,,9,,,,4,1,,,,,,7,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,8,,,,,,,,,,,,,8,2,1,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,3,,,,817.20,1,655.11,1,204.30,3,163.78,3,204.30,,,3,,,163.78,,,3,,,,0.00,67.54,54.03,0.00,162.09,0.00,0.00,0.00,0.00,0.00,13.51,13.51,0.00,0.00,472.76,0.00,27.01,6.75,0.00,0.00,0.00,0.00,,1,2,3,1,4,1,1,1,1,1,2,2,1,1,4,1,2,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,5,5,,,,,,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,1,,2,2,1,3,1,1523.75,,,,1523.75
109,1,1,,4.0,1,1,1,5,7,8,1,4,12,,3,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,8,3,,,4,1,,,1,5,2,,,,11,6,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,,,,,,8,,,11,,,,,16,,,,,11,2,8,11919,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,12,13,13,4,12,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,12,,,,,,,,12,,,,,677.62,1,677.62,1,52.12,2,52.12,2,52.12,,,2,,,52.12,,,2,,,,0.00,256.68,102.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.60,0.00,0.00,0.00,0.00,0.00,0.00,256.68,,1,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,4,,,,,,5,,,5,,,,,5,4,3,5,4,5,4,4,5,5,4,,4,4,1,1,18,,2,2,1,1,1,116.66,,,,116.66
110,5,4,5,5.0,2,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,4,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,18,,,18,2,1,11905,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,7,8,8,3,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,2464.08,3,1543.88,2,308.01,4,192.99,3,308.01,,,4,,,192.99,,,3,,,,0.00,858.85,204.49,0.00,0.00,920.20,0.00,0.00,0.00,0.00,20.45,184.04,0.00,0.00,0.00,0.00,255.61,20.45,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,2,4,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,18,,2,5,3,4,1,109.00,,,,109.00
111,5,4,5,2.0,1,1,2,2,4,8,12,6,1,,8,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,6,5,4,4,1,,,1,4,10,1,,,,2,1,,3,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,3,,5,,7,,,,,,,,,,,,,,7,3,5,45502,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,883.99,1,883.99,1,294.66,3,294.66,3,294.66,,,3,,,294.66,,,3,,,,0.00,308.37,205.58,10.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.67,154.18,61.67,10.28,0.00,61.67,10.28,0.00,0.00,0.00,0.00,,1,4,4,2,1,1,1,1,1,1,1,3,4,3,2,1,3,2,1,1,1,1,1,,,,,,,,,10,,,,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,5,3,4,4,,,4,,5,,4,,,,,,,,,,4,2,3,4,4,4,3,3,4,3,,3,4,1,1,18,,1,6,2,4,1,179.45,,,,179.45
112,1,1,,1.0,1,1,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,,5,4,6,6,,,,4,1,,,4,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,6,,,9,10,,,,,,,,,,,5,9,10,26500,,,,,1,2,3,,,6,,,9,,11,,13,,15,,,1,2,3,,5,6,7,,,,3,1,2,63,64,,12,0,0,0,,,60,,,0,,0,,2,,1,,,5,2,1,,,61,,,1,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,,7,,,,,,4,,6,7,,,,,,2,,60,1,,,,,,,,,,4004.13,4,2997.96,3,,,,,,,,,,,,,,,,,,0.00,1026.70,924.03,410.68,0.00,1006.17,0.00,0.00,0.00,0.00,154.01,102.67,0.00,0.00,102.67,0.00,205.34,71.87,0.00,0.00,0.00,0.00,,1,5,4,4,1,5,1,1,1,1,4,4,1,1,4,1,4,3,1,1,1,1,,2,3,4,,,,,,,,,,0.00,30.00,30.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,8,5,5,5,5,,5,5,,,5,5,,,,,,,4,4,4,5,5,5,4,3,5,5,,5,5,1,1,97,,1,2,4,1,1,467.19,,,,467.19
113,1,1,,2.0,1,1,4,,,,1,2,5,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,,5,1,6,1,,,,4,1,,,,,6,7,8,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,5,,,,,,,12,,,,,,,19,20,20,19,2,11002,,,,,1,,,,5,,,,,,,,,,,,,1,,,,5,,,,,,3,1,2,13,14,14,4,11,,,,2,,,,,,,,,,,,,12,,,,3,,,,,,,,,,,,,11,,,,2,,,,,,,,,,,,,12,,,,3,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,13,,,,,,,,13,,,,,,,,2400.00,3,1750.82,2,171.43,3,125.06,3,171.43,,,3,,,125.06,,,3,,,,0.00,118.03,196.72,196.72,0.00,649.18,0.00,0.00,0.00,0.00,19.67,344.26,0.00,0.00,0.00,0.00,786.89,39.34,0.00,0.00,49.18,0.00,,1,3,4,4,1,5,1,1,1,1,2,4,1,1,1,1,4,3,1,1,3,1,1,,3,4,,,,,,,,,,45.00,0.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,2,4,5,4,5,,,5,,,,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,12,12,2,1,4,1,1,446.14,,,,446.14
114,1,1,,2.0,1,1,1,1,5,9,1,2,3,,1,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,4,6,5,4,1,,,10,5,1,8,,,,6,1,,,,,,,,9,,,1,0,0,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,,,5,,7,,,,11,,,,,,,,,,5,7,2,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,9,10,10,3,9,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,9,,,,,,,,9,,,,,,,,1437.38,2,806.72,1,143.74,3,80.67,2,143.74,,,3,,,80.67,,,2,,,,0.00,315.33,131.39,7.88,630.66,0.00,0.00,0.00,0.00,0.00,21.02,105.11,0.00,0.00,10.51,0.00,131.39,31.53,0.00,0.00,52.56,0.00,,1,4,4,2,4,1,1,1,1,1,2,4,1,1,2,1,4,3,1,1,3,1,1,2,,,5,,,,,,,,,50.00,40.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,5,2,4,4,4,,,5,,4,,,,3,,,,,,3,4,3,3,4,5,2,4,3,9,3,5,5,1,1,97,,2,2,1,1,1,443.81,,,,443.81
115,1,1,,2.0,1,1,1,11,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,2,3,6,10,1,,,,10,1,6,2,8,,,3,1,,,,5,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,14,,,,,,,14,1,,11908,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,8008.26,5,6775.43,5,1480.50,5,1224.98,5,1480.50,,,5,,,1224.98,,,5,,,,0.00,308.21,308.21,102.74,0.00,1232.83,0.00,0.00,0.00,0.00,0.00,66.78,0.00,0.00,0.00,0.00,0.00,30.82,5958.68,0.00,0.00,0.00,,1,4,4,4,1,5,1,1,1,1,1,3,1,1,1,1,1,3,4,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,,,,,,,,,,,,,5,,,5,3,5,5,5,3,4,4,5,5,,4,4,1,1,97,,1,2,1,1,1,467.19,,,,467.19
116,2,2,5,4.0,1,1,1,10,3,2,2,1,,,10,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,3,2,6,1,4,7,,2,1,6,9,2,,,4,,,,,,6,7,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,4,,6,7,,,,,,,,,,,,,,7,6,4,26911,,,,,,,3,,,,,,,,,,13,,,,,,,3,,,6,,,,,3,1,2,4,5,5,2,,,2,,,,,,,,,,2,,,,,,,4,,,,,,,,,,3,,,,,,,2,,,,,,,,,,2,,,,,,,4,,,,,,,,,,3,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1000.00,1,317.07,1,200.00,3,63.41,2,200.00,,,3,,,63.41,,,2,,,,0.00,292.68,14.63,9.76,0.00,682.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,5,,5,5,,,,,,,,,,5,5,5,5,3,4,4,4,3,3,,5,5,1,1,12,12,1,1,1,2,1,496.74,,,,496.74
120,5,4,5,5.0,2,1,3,,,,9,1,5,,3,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,,6,2,10,7,6,8,,2,1,,,,5,,,8,,,,1,3,3,1,1,,,,,,,,1,,,,,1,,,,,,,,,5,,7,,,,,,13,,,,,,,,13,5,7,11001,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,14,15,15,4,,14,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,14,,,,,,,,14,,,,,,,,3593.45,4,2542.73,3,239.56,3,169.52,3,239.56,,,3,,,169.52,,,3,,,,0.00,1576.07,525.36,0.00,0.00,1050.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.29,21.01,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,4,6,4,,,,,5,,5,,,,,,5,,,,5,5,4,5,5,5,5,5,5,5,5,4,4,1,1,18,,1,3,3,4,1,132.97,,,,132.97
121,2,2,5,3.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,1,5,,8,2,,,2,1,,,,,,,,,10,,2,,,2,,,,,,,7,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,7,,,,,,,,,,17,,,,17,1,7,11030,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,2,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,3388.11,4,1439.15,2,564.69,5,239.86,3,564.69,,,5,,,239.86,,,3,,,,0.00,820.61,307.73,0.00,1948.96,0.00,0.00,0.00,0.00,0.00,0.00,153.87,0.00,0.00,20.52,0.00,102.58,33.85,0.00,0.00,0.00,0.00,,1,5,4,1,4,1,1,1,1,1,1,4,1,1,2,1,4,3,1,1,1,1,,2,,,,,,,,10,,,,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,5,3,,5,5,5,,,,,5,,,,,,,,,,4,4,4,5,5,5,4,4,4,4,,3,4,1,1,97,,1,3,3,2,1,750.62,,,,750.62
