IDX,Q1,RQ1,Q2_1,Q2_2A1,Q2_2A2,Q2_2A3,Q3A1,MQ3A1_60,RQ3A1,Q3A2,MQ3A2_61,RQ3A2,Q3B,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4K01,Q4K02,Q4K03,Q4K04,Q4K05,Q4K06,Q4K07,Q4K08,MQ5_1T,CQ5_1T,DAY평균,RDAY평균,Q6,Q6_1,Q7A01,Q7A02,Q7A03,Q7A04,Q7A05,Q7A06,Q7A07,Q7A08,Q7A09,Q7A10,Q7A11,Q7A12,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_ENT
1395.00,10,4.00,3,,,,79.00,,14,80.00,,12.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,8866.11,6.00,,,5,4,2,1,13,,,,,,,,,,12.00,4.00,2.00,1.00,40.00,3.00,4.00,1.00
1396.00,1,1.00,3,,,,29.00,29.00,12,30.00,30.00,11.00,2,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,761.50,2.00,25.38,1.00,4,4,13,1,,,,,,,,,,,12.00,4.00,2.00,1.00,20.00,3.00,1.00,2.00
1397.00,2,2.00,3,,,,44.00,44.00,13,45.00,45.00,11.00,2,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,4876.36,6.00,108.36,2.00,5,4,1,2,13,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,2.00,2.00
1398.00,6,4.00,3,,,,140.00,,14,141.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,,98.00,,,5,4,2,1,13,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,3.00,4.00,1.00
1399.00,5,4.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5319.67,6.00,,,4,3,14,2,1,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,4.00,
1400.00,3,3.00,4,,,,270.00,,14,271.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6701.20,6.00,,,5,4,2,11,14,1,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,3.00,1.00
1401.00,2,2.00,4,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9138.00,6.00,,,5,3,4,2,1,14,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,2.00,1.00
1402.00,1,1.00,4,,,,300.00,,14,301.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5319.67,6.00,,,5,4,2,1,14,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,1.00,1.00
1403.00,1,1.00,4,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9138.00,6.00,,,5,4,2,6,3,1,7,10,14,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,1.00,1.00
1404.00,2,2.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7158.10,6.00,,,5,4,2,14,,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,2.00,1.00
1405.00,10,4.00,3,,,,27.00,27.00,12,28.00,28.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,1418.58,3.00,50.66,1.00,4,4,2,1,13,,,,,,,,,,12.00,4.00,2.00,1.00,40.00,3.00,4.00,2.00
1406.00,8,4.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,9.00,,11.00,,,,,,,1,,,,,6,,,2800.00,5.00,,,4,4,1,2,3,7,8,11,14,,,,,,12.00,4.00,5.00,2.00,20.00,4.00,4.00,1.00
1407.00,20,4.00,3,,,,330.00,,14,331.00,,13.00,,1.00,2.00,,,,,,,9.00,,,,,,,,,1,2,,,,6,,,,98.00,,,4,3,2,1,13,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,4.00,
1408.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,8376.50,6.00,,,5,4,2,14,,,,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,2.00,
1409.00,10,4.00,3,,,,7.00,7.00,7,8.00,8.00,8.00,2,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,5000.00,6.00,625.00,6.00,5,4,2,1,13,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,4.00,2.00
1410.00,1,1.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,2000.00,4.00,133.33,2.00,4,3,13,2,,,,,,,,,,,12.00,4.00,97.00,1.00,30.00,3.00,1.00,2.00
1411.00,10,4.00,4,,,,120.00,,14,121.00,,13.00,1,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,2216.53,5.00,,,3,3,1,2,14,,,,,,,,,,12.00,4.00,1.00,1.00,20.00,4.00,4.00,1.00
1412.00,10,4.00,3,,,,73.00,,14,74.00,,12.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,7092.89,6.00,,,4,4,13,2,1,,,,,,,,,,12.00,4.00,5.00,1.00,30.00,3.00,4.00,1.00
1413.00,6,4.00,3,,,,45.00,45.00,13,46.00,46.00,11.00,2,1.00,,,,,,,,,,,12.00,,,,,,1,,,,,6,,,9752.72,6.00,212.02,3.00,5,5,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,40.00,3.00,4.00,2.00
1414.00,50,4.00,3,,,,89.00,,14,90.00,,12.00,2,,,,,,,,,,10.00,,12.00,,,,,,,,,,,6,,,,98.00,,,5,5,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,50.00,3.00,4.00,2.00
1415.00,1,1.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4788.80,6.00,,,4,5,2,3,13,,,,,,,,,,12.00,4.00,97.00,2.00,20.00,3.00,1.00,1.00
1416.00,7,4.00,3,,,,12.00,12.00,11,13.00,13.00,11.00,2,1.00,,,,,,,,,10.00,,,,14.00,,,,1,,,,,6,7,,,98.00,,,4,5,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,30.00,3.00,4.00,2.00
1417.00,1,1.00,4,,,,350.00,,14,351.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,16.00,,1,,,4,,,7,,10000.00,6.00,,,5,5,1,2,3,4,6,8,14,,,,,,12.00,4.00,97.00,1.00,20.00,4.00,1.00,
1418.00,15,4.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,5986.00,6.00,399.07,4.00,5,5,13,,,,,,,,,,,,12.00,4.00,11.00,1.00,50.00,3.00,4.00,2.00
1419.00,1,1.00,4,,,,150.00,,14,151.00,,13.00,1,1.00,,,,,,,,,,,,13.00,14.00,,,17.00,1,,,,,6,7,8,2659.83,5.00,,,5,5,2,3,4,5,6,10,14,,,,,,12.00,4.00,97.00,1.00,20.00,4.00,1.00,1.00
1420.00,5,4.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,9.00,,11.00,,13.00,,,,17.00,1,,,,,6,,8,5986.00,6.00,,,4,5,2,4,5,6,7,10,11,14,,,,,12.00,4.00,97.00,2.00,20.00,4.00,4.00,1.00
1421.00,5,4.00,3,,,,290.00,,14,291.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,3000.00,5.00,,,5,5,2,13,,,,,,,,,,,12.00,4.00,15.00,1.00,40.00,3.00,4.00,
1422.00,2,2.00,2,13,,,160.00,,14,161.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4000.00,6.00,,,5,5,1,2,,,,,,,,,,,12.00,4.00,9.00,2.00,30.00,2.00,2.00,1.00
1423.00,2,2.00,3,,,,120.00,,14,121.00,,13.00,1,,,,,,,,,,,,,,,,16.00,,,,,,,,7,,2216.53,5.00,,,5,3,3,13,,,,,,,,,,,12.00,4.00,7.00,1.00,20.00,3.00,2.00,1.00
1424.00,3,3.00,2,13,,,60.00,60.00,14,61.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2500.00,5.00,,,5,5,12,,,,,,,,,,,,12.00,4.00,9.00,1.00,30.00,2.00,3.00,1.00
1425.00,4,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,3.00,4.00,,,7.00,,,,,,,,,,,1,,3,4,5,,,,7536.20,6.00,,,5,3,1,2,3,5,10,14,,,,,,,12.00,4.00,97.00,1.00,20.00,4.00,4.00,
1426.00,1,1.00,2,13,,,60.00,60.00,14,61.00,,12.00,1,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,2500.00,5.00,,,5,5,2,,,,,,,,,,,,12.00,4.00,15.00,2.00,40.00,2.00,1.00,1.00
1427.00,1,1.00,3,,,,180.00,,14,181.00,,13.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,7500.00,6.00,,,4,4,2,13,,,,,,,,,,,12.00,4.00,97.00,2.00,30.00,3.00,1.00,1.00
1428.00,1,1.00,2,13,,,50.00,50.00,13,51.00,51.00,11.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,1950.54,4.00,38.25,1.00,5,5,2,1,,,,,,,,,,,12.00,4.00,97.00,2.00,50.00,2.00,1.00,1.00
1429.00,4,4.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,9.00,,,,,,,,,1,,,,,6,,,6000.00,6.00,,,4,4,13,,,,,,,,,,,,12.00,4.00,15.00,1.00,30.00,3.00,4.00,1.00
1430.00,2,2.00,3,,,,80.00,,14,81.00,,12.00,1,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,6800.00,6.00,,,4,5,13,,,,,,,,,,,,12.00,4.00,16.00,1.00,40.00,3.00,2.00,1.00
1431.00,1,1.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,,,,,,1,2,3,4,,,,,,98.00,,,5,2,1,2,3,14,10,,,,,,,,12.00,4.00,13.00,2.00,20.00,4.00,1.00,
1432.00,1,1.00,4,,,,100.00,,14,101.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2993.00,5.00,,,5,3,14,2,,,,,,,,,,,12.00,4.00,97.00,1.00,20.00,4.00,1.00,1.00
1433.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5147.96,6.00,,,5,2,14,,,,,,,,,,,,12.00,4.00,97.00,2.00,20.00,4.00,1.00,1.00
1434.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,7.00,,,,,12.00,,,,,,1,,,,5,6,,,7979.50,6.00,,,5,4,1,2,3,4,10,11,14,,,,,,12.00,4.00,97.00,2.00,20.00,4.00,2.00,
1435.00,1,1.00,3,,,,120.00,,14,121.00,,13.00,1,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,3800.00,6.00,,,3,3,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,40.00,3.00,1.00,1.00
1436.00,20,4.00,3,,,,72.00,,14,73.00,,12.00,1,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,5749.20,6.00,,,4,4,13,,,,,,,,,,,,12.00,4.00,1.00,1.00,30.00,3.00,4.00,1.00
1437.00,7,4.00,4,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4791.00,6.00,,,4,4,14,2,1,3,,,,,,,,,12.00,4.00,1.00,2.00,20.00,4.00,4.00,1.00
1438.00,10,4.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2395.50,5.00,,,4,4,13,,,,,,,,,,,,12.00,4.00,1.00,1.00,50.00,3.00,4.00,1.00
1439.00,2,2.00,3,,,,300.00,,14,301.00,,13.00,,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,,98.00,,,5,5,13,1,2,3,10,,,,,,,,12.00,4.00,1.00,1.00,40.00,3.00,2.00,
1440.00,4,4.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,2,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,4024.44,6.00,98.16,1.00,5,5,13,2,,,,,,,,,,,12.00,4.00,1.00,1.00,40.00,3.00,4.00,2.00
1441.00,2,2.00,3,,,,20.00,20.00,11,21.00,21.00,11.00,2,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,3600.00,6.00,171.43,2.00,3,3,13,,,,,,,,,,,,12.00,4.00,9.00,1.00,40.00,3.00,2.00,2.00
1442.00,10,4.00,2,13,,,70.00,,14,71.00,,12.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,3000.00,5.00,,,5,5,2,3,,,,,,,,,,,12.00,4.00,9.00,2.00,50.00,2.00,4.00,1.00
1443.00,7,4.00,2,13,,,60.00,60.00,14,61.00,,12.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,4610.38,6.00,,,5,4,16,,,,,,,,,,,,12.00,4.00,9.00,2.00,50.00,2.00,4.00,1.00
1444.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,3.00,,,,7.00,,,,,,13.00,,,,17.00,1,,3,,5,6,,8,8140.96,6.00,,,5,4,2,3,4,5,6,10,11,14,,,,,12.00,4.00,13.00,2.00,20.00,4.00,1.00,1.00
1445.00,2,2.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,,,,,,,,9.00,,,,,,,,,,,,,,6,,,5387.40,6.00,,,5,5,2,6,10,13,,,,,,,,,12.00,4.00,97.00,1.00,40.00,3.00,2.00,1.00
1446.00,2,2.00,3,,,,240.00,,14,241.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,6000.00,6.00,,,4,3,1,13,,,,,,,,,,,12.00,4.00,9.00,1.00,40.00,3.00,2.00,1.00
1447.00,1,1.00,3,,,,61.00,,14,62.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3000.00,5.00,,,5,5,2,13,,,,,,,,,,,12.00,4.00,97.00,1.00,20.00,3.00,1.00,1.00
1448.00,100,4.00,3,,,,35.00,35.00,13,36.00,36.00,11.00,1,,2.00,3.00,,,,,,,10.00,,,,,,,,,2,3,,,6,,,5986.00,6.00,166.28,2.00,2,4,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,60.00,3.00,4.00,1.00
1449.00,10,4.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,1.00,,,,,,,,,10.00,,,,,,,,1,,,,,6,,,2216.53,5.00,100.75,2.00,5,5,4,3,13,,,,,,,,,,12.00,4.00,97.00,1.00,40.00,3.00,4.00,2.00
1450.00,1,1.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,5387.40,6.00,359.16,4.00,4,4,4,13,,,,,,,,,,,12.00,4.00,97.00,2.00,20.00,3.00,1.00,2.00
1451.00,30,4.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,1.00,,,,,,7.00,,,,,,,,,,,1,,,,5,,,,5986.00,6.00,272.09,3.00,3,5,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,50.00,3.00,4.00,2.00
1452.00,2,2.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,2.00,,,,6.00,,,,,,,,,,,,,2,,,5,,,,7183.20,6.00,,,4,4,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,30.00,3.00,2.00,1.00
1453.00,3,3.00,3,,,,5.00,5.00,5,6.00,6.00,6.00,2,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,1773.22,4.00,295.54,3.00,4,4,13,,,,,,,,,,,,12.00,4.00,4.00,1.00,20.00,3.00,3.00,2.00
1454.00,10,4.00,3,,,,330.00,,14,331.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,,98.00,,,5,5,3,12,13,,,,,,,,,,12.00,4.00,8.00,1.00,40.00,3.00,4.00,
1455.00,1,1.00,3,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,,98.00,,,4,5,13,12,1,2,,,,,,,,,12.00,4.00,9.00,2.00,20.00,3.00,1.00,
1456.00,2,2.00,3,,,,90.00,,14,91.00,,13.00,1,,2.00,,,,,,,,,11.00,,,,,,,,2,,,,6,,,7000.00,6.00,,,4,3,13,,,,,,,,,,,,12.00,4.00,9.00,2.00,20.00,3.00,2.00,1.00
1457.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,4.00,,,,,,,11.00,,13.00,,,16.00,17.00,1,,,4,,6,7,8,5986.00,6.00,,,5,5,2,3,4,5,6,10,14,,,,,,12.00,4.00,13.00,1.00,20.00,4.00,1.00,1.00
1458.00,3,3.00,3,,,,129.00,,14,130.00,,13.00,2,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,,98.00,,,4,4,13,1,2,15,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,3.00,2.00
1459.00,8,4.00,3,,,,330.00,,14,331.00,,13.00,,1.00,2.00,,4.00,,,,,9.00,,,,,,,,,1,2,,4,,6,,,8866.11,6.00,,,4,4,13,3,1,2,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,4.00,
1460.00,1,1.00,1,5,4,1,300.00,,14,301.00,,13.00,,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,7092.89,6.00,,,5,5,1,2,3,,,,,,,,,,12.00,4.00,2.00,1.00,50.00,1.00,1.00,
1461.00,6,4.00,3,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,7.00,,,,11.00,,13.00,,,,,1,,,,5,6,,,9309.42,6.00,,,5,5,1,2,13,,,,,,,,,,12.00,4.00,2.00,1.00,50.00,3.00,4.00,
1462.00,2,2.00,2,1,2,3,60.00,60.00,14,61.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1773.22,4.00,,,5,4,1,2,3,,,,,,,,,,12.00,4.00,2.00,1.00,40.00,2.00,2.00,1.00
1463.00,1,1.00,4,,,,79.00,,14,80.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1675.30,4.00,,,5,4,1,2,14,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,1.00,1.00
1464.00,5,4.00,1,1,3,5,300.00,,14,301.00,,13.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,,98.00,,,5,4,1,3,,,,,,,,,,,12.00,4.00,2.00,1.00,50.00,1.00,4.00,
1465.00,5,4.00,4,,,,120.00,,14,121.00,,13.00,1,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,4078.41,6.00,,,5,5,1,2,3,10,7,9,14,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,4.00,1.00
1466.00,3,3.00,4,,,,240.00,,14,241.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,7536.20,6.00,,,4,4,1,2,3,9,14,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,3.00,1.00
1467.00,3,3.00,4,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,2216.53,5.00,,,5,4,14,1,,,,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,3.00,1.00
1468.00,6,4.00,2,1,3,2,299.00,,14,300.00,,13.00,,,,,,,,,,,,,,,,,,17.00,,,,,,,,8,,98.00,,,5,5,1,2,3,,,,,,,,,,12.00,4.00,2.00,1.00,60.00,2.00,4.00,
1469.00,1,1.00,3,,,,39.00,39.00,13,40.00,40.00,11.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,1675.30,4.00,41.88,1.00,5,4,13,1,2,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,1.00,1.00
1470.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,8376.50,6.00,,,5,4,1,2,3,10,12,14,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,1.00,
1471.00,2,2.00,2,2,5,1,240.00,,14,241.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,6092.00,6.00,,,5,4,1,2,3,4,,,,,,,,,12.00,4.00,2.00,2.00,30.00,2.00,2.00,1.00
1472.00,15,4.00,3,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,13.00,,,,,1,2,3,,,6,,,8866.11,6.00,,,3,4,1,13,3,,,,,,,,,,12.00,4.00,2.00,1.00,40.00,3.00,4.00,
1473.00,3,3.00,4,,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,,,,,,14.00,,,,1,,,,,,7,,9138.00,6.00,,,4,4,1,2,14,3,,,,,,,,,12.00,4.00,2.00,1.00,30.00,4.00,3.00,1.00
1474.00,2,2.00,4,,,,79.00,,14,80.00,,12.00,1,1.00,,,,,,,,,,,,,,,16.00,,1,,,,,,7,,6092.00,6.00,,,4,4,1,2,14,3,,,,,,,,,12.00,4.00,2.00,2.00,40.00,4.00,2.00,1.00
1475.00,1,1.00,4,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5330.50,6.00,,,4,4,12,14,,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,1.00,1.00
1476.00,1,1.00,4,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,16.00,,1,,,,,,7,,6853.50,6.00,,,4,4,14,1,2,,,,,,,,,,12.00,4.00,2.00,2.00,30.00,4.00,1.00,1.00
1477.00,2,2.00,4,,,,210.00,,14,211.00,,13.00,1,1.00,,,,,,,,,,,,,,15.00,16.00,,1,,,,,,7,,6092.00,6.00,,,5,5,1,2,3,4,5,6,7,14,,,,,12.00,4.00,2.00,1.00,20.00,4.00,2.00,1.00
1478.00,3,3.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7615.00,6.00,,,4,4,1,2,6,10,14,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,3.00,
1479.00,1,1.00,4,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,1979.90,4.00,,,4,4,1,14,,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,1.00,1.00
1480.00,2,2.00,4,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,2284.50,5.00,,,3,4,2,14,,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,2.00,1.00
1481.00,3,3.00,4,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,3807.50,6.00,,,4,5,1,2,14,3,,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,3.00,1.00
1482.00,7,4.00,4,,,,270.00,,14,271.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,17.00,1,2,,,,,,8,,98.00,,,4,4,1,3,4,5,14,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,4.00,
1483.00,5,4.00,4,,,,330.00,,14,331.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,3,2,6,11,14,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,4.00,
1484.00,1,1.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,1523.00,4.00,49.13,1.00,5,4,13,1,2,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,3.00,1.00,2.00
1485.00,10,4.00,4,,,,300.00,,14,301.00,,13.00,,,,,,,,,8.00,,,11.00,,13.00,,,,17.00,,,,,5,6,,8,9138.00,6.00,,,4,4,3,1,2,4,5,14,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,4.00,
1486.00,6,4.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,11.00,,13.00,,,16.00,17.00,1,,,,,6,7,8,7979.50,6.00,,,5,5,5,12,1,4,7,14,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,4.00,
1487.00,2,2.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,8866.11,6.00,,,5,5,1,2,14,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,2.00,
1488.00,3,3.00,4,,,,160.00,,14,161.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4433.06,6.00,,,5,5,2,14,1,,,,,,,,,,12.00,4.00,2.00,2.00,20.00,4.00,3.00,1.00
1489.00,20,4.00,3,,,,84.00,,14,85.00,,12.00,2,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,1523.00,4.00,,,4,4,1,2,13,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,4.00,2.00
1490.00,5,4.00,4,,,,364.00,,14,365.00,,13.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,4433.06,6.00,,,5,4,1,14,,,,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,4.00,
1491.00,2,2.00,3,,,,29.00,29.00,12,30.00,30.00,11.00,2,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,6092.00,6.00,203.07,3.00,4,4,13,1,2,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,2.00,2.00
1492.00,15,4.00,3,,,,29.00,29.00,12,30.00,30.00,11.00,2,,2.00,,,,,7.00,,,,,,,,,,,,2,,,5,,,,9138.00,6.00,304.60,4.00,3,2,13,1,,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,4.00,2.00
1493.00,5,4.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,7092.89,6.00,,,4,4,14,1,,,,,,,,,,,12.00,4.00,2.00,1.00,20.00,4.00,4.00,
1494.00,2,2.00,3,,,,44.00,44.00,13,45.00,45.00,11.00,1,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,9138.00,6.00,203.07,3.00,5,4,13,1,2,,,,,,,,,,12.00,4.00,2.00,1.00,30.00,3.00,2.00,1.00
1495.00,4,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,2,,,,,,,,,,,,,,,,16.00,,,,,,,,7,,3950.76,6.00,127.44,2.00,4,4,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,50.00,3.00,4.00,2.00
1496.00,4,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,13.00,14.00,,,17.00,1,2,3,,,6,7,8,9520.00,6.00,,,5,3,1,2,3,4,6,10,9,14,,,,,12.00,4.00,16.00,2.00,30.00,4.00,4.00,
1497.00,2,2.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,5440.00,6.00,175.48,2.00,5,5,13,,,,,,,,,,,,12.00,4.00,16.00,1.00,50.00,3.00,2.00,1.00
1498.00,1,1.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,3300.00,6.00,220.00,3.00,3,3,13,,,,,,,,,,,,12.00,4.00,97.00,1.00,40.00,3.00,1.00,2.00
