IDX,Q1,RQ1,Q2_1,Q2_2A1,Q2_2A2,Q2_2A3,Q3A1,MQ3A1_60,RQ3A1,Q3A2,MQ3A2_61,RQ3A2,Q3B,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4K01,Q4K02,Q4K03,Q4K04,Q4K05,Q4K06,Q4K07,Q4K08,MQ5_1T,CQ5_1T,DAY평균,RDAY평균,Q6,Q6_1,Q7A01,Q7A02,Q7A03,Q7A04,Q7A05,Q7A06,Q7A07,Q7A08,Q7A09,Q7A10,Q7A11,Q7A12,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_ENT
112.00,2,2.00,1,4,3,1,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,,,,,8.00,,,,,,,,,,1,2,3,,5,,,,,98.00,,,5,,,,,,,,,,,,,,5.00,2.00,10.00,1.00,20.00,1.00,2.00,
113.00,3,3.00,2,3,4,1,119.00,,14,120.00,,13.00,,,,,,,,,,9.00,,,,,,,16.00,,,,,,,6,7,,4009.82,6.00,,,4,,,,,,,,,,,,,,5.00,2.00,13.00,1.00,60.00,2.00,3.00,
114.00,7,4.00,3,,,,364.00,,14,365.00,,13.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,5774.14,6.00,,,5,,,,,,,,,,,,,,5.00,2.00,1.00,2.00,40.00,3.00,4.00,
115.00,20,4.00,2,13,,,84.00,,14,85.00,,12.00,,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,,98.00,,,5,,,,,,,,,,,,,,5.00,2.00,1.00,1.00,60.00,2.00,4.00,
116.00,4,4.00,3,,,,90.00,,14,91.00,,13.00,,,,,,,,,,,,,,,,,,17.00,,,,,,,,8,3744.00,6.00,,,5,,,,,,,,,,,,,,5.00,2.00,1.00,1.00,40.00,3.00,4.00,
117.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,4.00,,,7.00,,,,,,13.00,,,,,1,2,,4,5,6,,,7862.40,6.00,,,4,,,,,,,,,,,,,,5.00,2.00,1.00,2.00,20.00,4.00,3.00,
118.00,10,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2433.60,5.00,78.50,1.00,4,,,,,,,,,,,,,,5.00,2.00,1.00,1.00,30.00,3.00,4.00,
119.00,4,4.00,3,,,,242.00,,14,243.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,6000.00,6.00,,,5,,,,,,,,,,,,,,5.00,2.00,9.00,1.00,30.00,3.00,4.00,
120.00,8,4.00,2,13,,,55.00,55.00,13,56.00,56.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2000.00,4.00,35.71,1.00,5,,,,,,,,,,,,,,5.00,2.00,9.00,1.00,40.00,2.00,4.00,
121.00,1,1.00,6,,,,20.00,20.00,11,21.00,21.00,11.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,3000.00,5.00,142.86,2.00,5,,,,,,,,,,,,,,5.00,2.00,17.00,1.00,20.00,6.00,1.00,
122.00,2,2.00,3,,,,97.00,,14,98.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2000.00,4.00,,,5,,,,,,,,,,,,,,5.00,2.00,17.00,1.00,20.00,3.00,2.00,
123.00,2,2.00,3,,,,19.00,19.00,11,20.00,20.00,11.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,1200.00,3.00,60.00,1.00,5,,,,,,,,,,,,,,5.00,2.00,17.00,1.00,30.00,3.00,2.00,
124.00,1,1.00,3,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,,,,,,,,,,13.00,,,,,1,2,,,,6,,,10000.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,3.00,1.00,
125.00,10,4.00,2,13,,,7.00,7.00,7,8.00,8.00,8.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2000.00,4.00,250.00,3.00,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,30.00,2.00,4.00,
126.00,4,4.00,4,,,,90.00,,14,91.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,20.00,4.00,4.00,
127.00,5,4.00,3,,,,17.00,17.00,11,18.00,18.00,11.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,1300.00,3.00,72.22,1.00,5,,,,,,,,,,,,,,6.00,2.00,18.00,1.00,20.00,3.00,4.00,
128.00,2,2.00,3,,,,330.00,,14,331.00,,13.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,3000.00,5.00,,,5,,,,,,,,,,,,,,6.00,2.00,18.00,1.00,20.00,3.00,2.00,
129.00,7,4.00,4,,,,183.00,,14,184.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,4.00,4.00,
130.00,4,4.00,2,13,,,176.00,,14,177.00,,13.00,,1.00,2.00,,,,,,,,,,,13.00,,,,,1,2,,,,6,,,5000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,40.00,2.00,4.00,
131.00,4,4.00,2,13,,,90.00,,14,91.00,,13.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,4400.00,6.00,,,3,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,50.00,2.00,4.00,
132.00,3,3.00,2,2,1,,56.00,56.00,13,57.00,57.00,11.00,,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,3000.00,5.00,52.63,1.00,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,30.00,2.00,3.00,
133.00,10,4.00,3,,,,360.00,,14,361.00,,13.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,13.00,1.00,40.00,3.00,4.00,
134.00,2,2.00,3,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6002.45,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,2.00,30.00,3.00,2.00,
135.00,1,1.00,1,1,2,3,90.00,,14,91.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,17.00,1,2,3,,,,,8,6663.60,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,2.00,20.00,1.00,1.00,
136.00,3,3.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,4.00,3.00,
137.00,2,2.00,2,1,2,7,89.00,,14,90.00,,12.00,,1.00,2.00,3.00,,,,,,,,11.00,,,,,,,1,2,3,,,6,,,1110.60,3.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,1.00,20.00,2.00,2.00,
138.00,1,1.00,3,,,,1.00,1.00,1,2.00,2.00,2.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,1100.00,3.00,550.00,6.00,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,20.00,3.00,1.00,
139.00,3,3.00,2,3,4,7,179.00,,14,180.00,,13.00,,1.00,,,4.00,,,,,,,,,13.00,,,,,1,,,4,,6,,,4801.96,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,1.00,20.00,2.00,3.00,
140.00,1,1.00,1,4,3,10,87.00,,14,88.00,,12.00,,1.00,,,,,,,,,10.00,,,13.00,,,,17.00,1,,,,,6,,8,9908.80,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,11.00,2.00,30.00,1.00,1.00,
141.00,4,4.00,3,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8700.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,50.00,3.00,4.00,
142.00,3,3.00,2,13,,,99.00,,14,100.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,3200.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,15.00,2.00,3.00,
143.00,1,1.00,3,,,,210.00,,14,211.00,,13.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,4001.63,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,20.00,1.00,40.00,3.00,1.00,
144.00,4,4.00,2,13,,,242.00,,14,243.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,4000.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,40.00,2.00,4.00,
145.00,3,3.00,3,,,,180.00,,14,181.00,,13.00,,,2.00,,4.00,,,,,,,,,,,,,,,2,,4,,,,,5042.06,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,20.00,2.00,20.00,3.00,3.00,
146.00,2,2.00,3,,,,300.00,,14,301.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,4001.63,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,20.00,1.00,20.00,3.00,2.00,
147.00,6,4.00,4,,,,92.00,,14,93.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,8400.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,20.00,4.00,4.00,
148.00,13,4.00,2,13,,,180.00,,14,181.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,3000.00,5.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,60.00,2.00,4.00,
149.00,9,4.00,2,13,,,72.00,,14,73.00,,12.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2000.00,4.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,20.00,2.00,4.00,
150.00,10,4.00,2,13,,,50.00,50.00,13,51.00,51.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5000.00,6.00,98.04,1.00,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,50.00,2.00,4.00,
151.00,15,4.00,4,,,,64.00,,14,65.00,,12.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,700.00,2.00,,,5,,,,,,,,,,,,,,6.00,2.00,3.00,1.00,30.00,4.00,4.00,
152.00,10,4.00,4,,,,360.00,,14,361.00,,13.00,,1.00,,,,,,7.00,,,,,,13.00,,,16.00,,1,,,,5,6,7,,9284.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,20.00,4.00,4.00,
153.00,20,4.00,2,13,,,60.00,60.00,14,61.00,,12.00,,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,3249.40,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,50.00,2.00,4.00,
154.00,5,4.00,3,,,,60.00,60.00,14,61.00,,12.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,2599.52,5.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,40.00,3.00,4.00,
155.00,7,4.00,3,,,,150.00,,14,151.00,,13.00,,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,4241.73,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,30.00,3.00,4.00,
156.00,10,4.00,4,,,,90.00,,14,91.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3713.60,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,30.00,4.00,4.00,
157.00,5,4.00,4,,,,90.00,,14,91.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,5202.12,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,40.00,4.00,4.00,
158.00,20,4.00,2,13,,,180.00,,14,181.00,,13.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,6402.61,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,20.00,2.00,4.00,
159.00,6,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,3900.00,6.00,125.81,2.00,5,,,,,,,,,,,,,,6.00,2.00,97.00,1.00,40.00,3.00,4.00,
160.00,1,1.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,4001.63,6.00,181.89,2.00,4,,,,,,,,,,,,,,6.00,2.00,97.00,1.00,50.00,3.00,1.00,
161.00,2,2.00,3,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,17.00,1,2,,4,,6,,8,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,3.00,2.00,
162.00,3,3.00,3,,,,90.00,,14,91.00,,13.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,3601.47,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,30.00,3.00,3.00,
163.00,6,4.00,6,,,,60.00,60.00,14,61.00,,12.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,8003.27,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,40.00,6.00,4.00,
164.00,2,2.00,3,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,30.00,3.00,2.00,
165.00,3,3.00,4,,,,360.00,,14,361.00,,13.00,,1.00,2.00,,4.00,,,,,,,,12.00,13.00,,,,,1,2,,4,,6,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,20.00,4.00,3.00,
166.00,2,2.00,2,13,,,44.00,44.00,13,45.00,45.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4401.80,6.00,97.82,1.00,5,,,,,,,,,,,,,,6.00,2.00,7.00,1.00,20.00,2.00,2.00,
167.00,10,4.00,3,,,,2.00,2.00,2,3.00,3.00,3.00,,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,1110.60,3.00,370.20,4.00,4,,,,,,,,,,,,,,6.00,2.00,97.00,1.00,40.00,3.00,4.00,
168.00,40,4.00,2,13,,,150.00,,14,151.00,,13.00,,1.00,,,,,,,,9.00,,,12.00,13.00,,,,,1,,,,,6,,,6663.60,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,30.00,2.00,4.00,
169.00,22,4.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,,1.00,,,,,,,,9.00,,,,,,,,,1,,,,,6,,,3331.80,6.00,222.12,3.00,4,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,40.00,3.00,4.00,
170.00,2,2.00,1,4,3,1,159.00,,14,160.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,,,,,1,,3,,,6,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,20.00,1.00,2.00,
171.00,20,4.00,2,1,2,4,149.00,,14,150.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,,,,,,1,2,3,4,,,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,30.00,2.00,4.00,
172.00,5,4.00,2,13,,,89.00,,14,90.00,,12.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,30.00,2.00,4.00,
173.00,10,4.00,2,1,7,10,149.00,,14,150.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,2721.11,5.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,20.00,2.00,4.00,
174.00,2,2.00,4,,,,89.00,,14,90.00,,12.00,,1.00,2.00,3.00,,,,,,,,,,13.00,,,,,1,2,3,,,6,,,1400.00,3.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,20.00,4.00,2.00,
175.00,2,2.00,2,2,1,,149.00,,14,150.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2961.21,5.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,50.00,2.00,2.00,
176.00,9,4.00,4,,,,59.00,59.00,13,60.00,60.00,11.00,,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,7202.94,6.00,120.05,2.00,5,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,40.00,4.00,4.00,
177.00,15,4.00,2,2,11,10,179.00,,14,180.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8003.27,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,40.00,2.00,4.00,
178.00,4,4.00,4,,,,89.00,,14,90.00,,12.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3500.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,20.00,4.00,4.00,
179.00,3,3.00,4,,,,179.00,,14,180.00,,13.00,,,,,,,,,,,,,,13.00,,,,17.00,,,,,,6,,8,4401.80,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,30.00,4.00,3.00,
180.00,1,1.00,4,,,,269.00,,14,270.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,4801.96,6.00,,,3,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,20.00,4.00,1.00,
181.00,2,2.00,4,,,,119.00,,14,120.00,,13.00,,1.00,,,,,,,,,,,12.00,13.00,,,,,1,,,,,6,,,3360.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,30.00,4.00,2.00,
182.00,1,1.00,4,,,,119.00,,14,120.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,,,,,1,,3,,,6,,,5000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,10.00,2.00,20.00,4.00,1.00,
183.00,3,3.00,1,3,1,,89.00,,14,90.00,,12.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,20.00,1.00,3.00,
184.00,11,4.00,4,,,,240.00,,14,241.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,2.00,20.00,4.00,4.00,
185.00,5,4.00,4,,,,120.00,,14,121.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1000.00,2.00,,,5,,,,,,,,,,,,,,6.00,2.00,16.00,1.00,20.00,4.00,4.00,
186.00,6,4.00,3,,,,34.00,34.00,13,35.00,35.00,11.00,,,,,4.00,,,,,,10.00,,,,,,,,,,,4,,6,,,1360.56,3.00,38.87,1.00,4,,,,,,,,,,,,,,6.00,2.00,6.00,1.00,30.00,3.00,4.00,
187.00,1,1.00,2,13,,,180.00,,14,181.00,,13.00,,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,3201.31,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,6.00,2.00,40.00,2.00,1.00,
188.00,2,2.00,3,,,,4.00,4.00,4,5.00,5.00,5.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,800.00,2.00,160.00,2.00,4,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,40.00,3.00,2.00,
189.00,2,2.00,1,3,2,1,120.00,,14,121.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,16.00,17.00,1,2,,4,,6,7,8,7200.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,20.00,1.00,2.00,
190.00,1,1.00,4,,,,360.00,,14,361.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,30.00,4.00,1.00,
191.00,1,1.00,4,,,,2.00,2.00,2,3.00,3.00,3.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,557.04,2.00,185.68,2.00,5,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,60.00,4.00,1.00,
192.00,10,4.00,4,,,,60.00,60.00,14,61.00,,12.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,1114.08,3.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,40.00,4.00,4.00,
193.00,3,3.00,4,,,,90.00,,14,91.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4000.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,30.00,4.00,3.00,
194.00,2,2.00,4,,,,49.00,49.00,13,50.00,50.00,11.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,9284.00,6.00,185.68,2.00,5,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,30.00,4.00,2.00,
195.00,10,4.00,2,13,,,180.00,,14,181.00,,13.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,1392.60,3.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,50.00,2.00,4.00,
196.00,10,4.00,4,,,,60.00,60.00,14,61.00,,12.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3527.92,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,40.00,4.00,4.00,
197.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,,17.00,1,2,3,4,,6,,8,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,13.00,2.00,30.00,4.00,2.00,
198.00,3,3.00,4,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,6082.48,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,13.00,2.00,20.00,4.00,3.00,
199.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,,,,,,1,2,3,4,,,,,7431.60,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,11.00,1.00,20.00,4.00,2.00,
200.00,5,4.00,2,13,,,100.00,,14,101.00,,13.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,5200.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,40.00,2.00,4.00,
201.00,3,3.00,3,,,,50.00,50.00,13,51.00,51.00,11.00,,,,,,,,,8.00,,,,,,,,,,,,,,5,,,,6000.00,6.00,117.65,2.00,4,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,30.00,3.00,3.00,
202.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,,,,17.00,1,,3,,,6,,8,2000.00,4.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,4.00,2.00,
203.00,2,2.00,4,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,5500.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,2.00,20.00,4.00,2.00,
204.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,17.00,1,,,,,6,,8,7774.20,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,20.00,4.00,1.00,
205.00,10,4.00,2,13,,,90.00,,14,91.00,,13.00,,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,2400.98,5.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,50.00,2.00,4.00,
206.00,5,4.00,4,,,,60.00,60.00,14,61.00,,12.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,2321.00,5.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,30.00,4.00,4.00,
207.00,10,4.00,2,13,,,180.00,,14,181.00,,13.00,,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,1600.65,4.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,50.00,2.00,4.00,
208.00,4,4.00,4,,,,120.00,,14,121.00,,13.00,,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,3601.47,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,1.00,40.00,4.00,4.00,
209.00,3,3.00,6,,,,150.00,,14,151.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,30.00,6.00,3.00,
210.00,3,3.00,4,,,,90.00,,14,91.00,,13.00,,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,2000.82,5.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,1.00,20.00,4.00,3.00,
211.00,9,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,20.00,4.00,4.00,
212.00,5,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9284.00,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,20.00,4.00,4.00,
213.00,10,4.00,4,,,,90.00,,14,91.00,,13.00,,1.00,,3.00,4.00,,,,,,,,,,,,,17.00,1,,3,4,,,,8,5202.12,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,1.00,2.00,20.00,4.00,4.00,
214.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,,1,2,,4,,6,,,5000.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,10.00,2.00,20.00,4.00,1.00,
215.00,5,4.00,3,,,,150.00,,14,151.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,17.00,1.00,30.00,3.00,4.00,
216.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,16.00,17.00,1,2,3,4,,6,7,8,,98.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,30.00,4.00,2.00,
217.00,2,2.00,2,13,,,90.00,,14,91.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3000.00,5.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,1.00,30.00,2.00,2.00,
218.00,1,1.00,4,,,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,8003.27,6.00,,,4,,,,,,,,,,,,,,6.00,2.00,15.00,2.00,20.00,4.00,1.00,
219.00,10,4.00,4,,,,90.00,,14,91.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2000.00,4.00,,,5,,,,,,,,,,,,,,6.00,2.00,15.00,1.00,40.00,4.00,4.00,
220.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,17.00,1,2,,,,,,8,3200.00,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,1.00,20.00,4.00,1.00,
221.00,1,1.00,4,,,,120.00,,14,121.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,4220.28,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,12.00,2.00,20.00,4.00,1.00,
222.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,11.00,,13.00,,,,,1,,,,,6,,,,98.00,,,4,,,,,,,,,,,,,,6.00,2.00,15.00,2.00,20.00,4.00,1.00,
