pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a99,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인MIS,총액1인TOT2,총액1인MIS_개별국제교통비제외,총액1인TOT항공제외2,C총액1인MIS,C총액1인TOT2,C총액1인MIS_개별국제교통비제외,C총액1인TOT항공제외2,MDAY전체,MDAY전체TOT_RAW2,MDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외,MDAY전체TOT_RAW61항공제외2,RDAY전체,RDAY전체TOT_RAW2,RDAY전체TOT_RAW61,RDAY전체_개별국제교통비제외,RDAY전체TOT_RAW61항공제외2,MDAY개별대체,MDAY에어대체,MDAY단체대체,MDAY개별61대체,MDAY에어61대체,MDAY단체61대체,MDAY개별61항공제외대체,MDAY에어61항공제외대체,MDAY단체61항공제외대체,RDAY개별대체,RDAY에어대체,RDAY단체대체,RDAY개별61대체,RDAY에어61대체,RDAY단체61대체,RDAY개별61항공제외대체,RDAY에어61항공제외대체,RDAY단체61항공제외대체,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q13,Q14,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight
17667.0,5.00,4.00,5.00,1,1,5,9,7,8,1,4,,6,4,2,1,2,3,6,,,4,,,,,,,,,,11,2,1,,,,,,,,,,,2.00,,,,,,6,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,1,2,3,,5,,,,,,11,,,,,,,,,2,1,3,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,4.00,5.00,5.00,2.00,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,4.00,,,,,,,,4.00,,,,,,,,3486.03,3486.03,3185.51,3185.51,4.00,4.00,4.00,4.00,697.21,697.21,697.21,637.10,637.10,5.00,5.00,5.00,5.00,5.00,697.21,,,697.21,,,637.10,,,5.00,,,5.00,,,5.00,,,0.00,0.00,204.90,204.90,0.00,0.00,300.52,0.00,0.00,0.00,0.00,27.32,0.00,0.00,0.00,0.00,0.00,2732.00,16.39,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,3,4,,,,,,,,,,70.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,2,,5,5,5,5,,5,,,,,,5,,,,,5,4,5,5,5,5,5,5,5,5,,5,5,10.00,4.00,1.00,2.00,4.00,1.00,4.00,1.00,1313.50
17668.0,1.00,1.00,,2,1,1,4,3,,,,15,,,,1,4,3,5,4,,4,3,5,,,,,,,,11,3,1,,,,,,,8,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,4,,,,,,10,,,,,,,,,,3,4,1,11079.0,,,,,1,2,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,0.00,,,,,,,,,,,,,,,,4.00,1.00,,,,,,,,,,,,,,,,3.00,0.00,,,,,,,,,,,,,,,,4.00,1.00,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,938.00,938.00,938.00,938.00,1.00,1.00,1.00,1.00,234.50,234.50,234.50,234.50,234.50,3.00,3.00,3.00,3.00,3.00,,234.50,,,234.50,,,234.50,,,3.00,,,3.00,,,3.00,,542.70,0.00,,201.00,0.00,,,,0.00,0.00,0.00,5.36,20.10,0.00,0.00,13.40,0.00,134.00,21.44,0.00,0.00,0.00,4.00,1.00,,4.00,1.00,,,,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,4.00,2.00,1.00,1.00,1.00,,2,3,,,,,,9,,,,,0.00,30.00,60.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,3,6,1,5,5,5,5,5,,,,,,5,,,,,,2,4,5,4,5,5,4,4,4,5,,5,5,10.00,4.00,2.00,1.00,5.00,1.00,1.00,2.00,1611.33
17671.0,1.00,1.00,,1,1,11,,,,,,15,,,,2,1,,3,,,3,4,2,,,,,5,1,,,4,1,,,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,,,,,,,,,,,,,,,,,3,2,1,11005.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,743.70,743.70,743.70,743.70,1.00,1.00,1.00,1.00,185.93,185.93,185.93,185.93,185.93,3.00,3.00,3.00,3.00,3.00,185.93,,,185.93,,,185.93,,,3.00,,,3.00,,,3.00,,,0.00,0.00,402.00,100.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,167.50,6.70,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,60.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,,5,5,5,5,,,,,,,,,,,,,5,3,5,4,4,3,3,9,4,9,,4,5,10.00,4.00,2.00,2.00,5.00,1.00,1.00,1.00,1794.01
17672.0,3.00,3.00,5.00,1,1,2,4,5,1,3,,,2,5,3,4,6,12,5,6,9,1,4,7,,4,5,3,,,,11,6,1,2,,,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,2,,4,,6,,,,,,12,,,15,,,,,4,6,15,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,,12072.50,,9549.51,98.00,6.00,98.00,5.00,,1686.72,1686.72,,1249.43,,5.00,5.00,,5.00,1686.72,,,1686.72,,,1249.43,,,5.00,,,5.00,,,5.00,,,0.00,0.00,1304.43,6522.15,0.00,0.00,652.22,0.00,0.00,0.00,0.00,260.89,0.00,0.00,0.00,39.13,0.00,3261.08,0.00,0.00,32.61,0.00,1.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,3.00,1.00,4.00,1.00,1.00,3.00,1.00,,2,3,,,,,,,,,,,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,2,,4,,4,,4,,4,,,,,,4,,,4,3,4,4,4,3,4,3,4,4,4,,3,4,10.00,4.00,10.00,2.00,4.00,1.00,3.00,1.00,763.05
17673.0,1.00,1.00,,1,1,1,10,4,4,5,3,,7,,,3,1,4,5,10,6,3,4,1,,5,7,10,1,,,,2,1,,,,,6,,,,,,2.00,,,,,,6,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,1,2,3,,,,,,,,,,,,,,,,,3,2,1,50002.0,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8.00,,2.00,,,2.00,5.00,6.00,6.00,2.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,601.04,601.04,327.84,327.84,1.00,1.00,1.00,1.00,100.17,100.17,100.17,54.64,54.64,3.00,3.00,3.00,2.00,2.00,100.17,,,100.17,,,54.64,,,3.00,,,3.00,,,2.00,,,0.00,0.00,136.60,81.96,0.00,0.00,273.20,0.00,0.00,0.00,0.00,0.00,0.00,27.32,0.00,0.00,0.00,81.96,0.00,0.00,0.00,0.00,1.00,1.00,3.00,3.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,,2,,4,,,,,,,,,,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,2,,4,4,4,4,,,,,,,,,,,,,4,3,4,4,4,4,4,4,4,4,,4,4,10.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,783.13
17674.0,3.00,3.00,5.00,1,2,11,3,,,,,15,,,,2,1,3,3,2,,4,1,,,2,1,5,,,,11,4,,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,,,,,,,10,,,,,,,,,,3,1,10,41525.0,,,,,1,2,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,1.00,,,1.00,,4.00,5.00,5.00,2.00,0.00,4.00,,,,,,,,,,,,,,,,1.00,5.00,,,,,,,,,,,,,,,,0.00,4.00,,,,,,,,,,,,,,,,1.00,5.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,4.00,,,,,,,,4.00,,698.68,698.68,373.73,373.73,1.00,1.00,1.00,1.00,139.74,139.74,139.74,74.75,74.75,3.00,3.00,3.00,2.00,2.00,139.74,,,139.74,,,74.75,,,3.00,,,3.00,,,2.00,,,0.00,0.00,0.00,67.00,127.30,324.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.50,11.93,0.00,0.00,0.00,1.00,1.00,1.00,3.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,,2,,4,,,,,,,,,,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,3,,5,4,5,5,,,,,,,5,,,,,,4,5,5,5,5,5,5,9,5,5,,5,5,10.00,4.00,2.00,2.00,2.00,2.00,3.00,1.00,1233.96
17678.0,10.00,4.00,5.00,1,1,7,8,2,,,,15,,,,1,2,12,4,2,9,3,4,,,,,,,,,11,5,1,,,,,,,,,,,2.00,,,,,5,,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,1,2,,,,,,,,,,12,,,,,,,,1,2,12,11082.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,885.74,885.74,597.64,597.64,1.00,1.00,1.00,1.00,295.25,295.25,295.25,199.21,199.21,3.00,3.00,3.00,3.00,3.00,295.25,,,295.25,,,199.21,,,3.00,,,3.00,,,3.00,,,0.00,0.00,53.60,80.40,0.00,288.10,0.00,0.00,0.00,0.00,0.00,6.70,21.44,0.00,0.00,0.00,0.00,301.50,0.00,0.00,134.00,0.00,1.00,1.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,4.00,1.00,,2,3,4,5,,,,,10,,,,0.00,30.00,30.00,20.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,3,4,5,5,5,5,,,,,,,,,,5,,,,3,5,5,4,4,5,4,5,5,9,,5,5,10.00,4.00,2.00,2.00,6.00,1.00,4.00,1.00,1794.01
17679.0,7.00,4.00,5.00,1,2,2,7,,3,2,6,,2,10,5,13,2,,5,6,,1,,,,2,6,5,4,,,,6,1,,,,,,,,,,,2.00,,,,,5,,,,4.00,3.00,0.00,4.00,3.00,3.00,3.00,0.00,3.00,3.00,,2,,,,,,8,9,10,,,13,,,,,,,2,13,10,11002.0,11001.0,,,,1,,3,,,,,,,,,,,,,,,1.00,,3.00,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,6.00,,1.00,,,,,,,,,,,,,,,7.00,,2.00,,,,,,,,,,,,,,,6.00,,1.00,,,,,,,,,,,,,,,7.00,,2.00,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,2981.61,2981.61,2471.31,2471.31,3.00,3.00,3.00,3.00,372.70,372.70,372.70,308.91,308.91,4.00,4.00,4.00,4.00,4.00,372.70,,,372.70,,,308.91,,,4.00,,,4.00,,,4.00,,,0.00,0.00,1458.00,0.00,0.00,0.00,510.30,0.00,0.00,0.00,0.00,36.45,0.00,0.00,0.00,0.00,0.00,729.00,29.16,0.00,218.70,0.00,1.00,1.00,5.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,4.00,1.00,,,3,,5,,,,,,,,,0.00,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,5,,4,,4,,,,,,4,4,4,,,4,,,4,4,4,4,4,4,4,4,4,4,,4,4,10.00,4.00,10.00,2.00,3.00,2.00,4.00,1.00,568.15
17680.0,5.00,4.00,5.00,1,3,,,,,,,15,,,,,,,,,,1,4,,,2,5,6,,,,11,2,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,,,,,,,,,10,,,,,,,17,,,10,1,,11516.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,1.00,2.00,2.00,1.00,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,,,,,911.20,911.20,576.20,576.20,1.00,1.00,1.00,1.00,455.60,455.60,455.60,288.10,288.10,4.00,4.00,4.00,3.00,3.00,455.60,,,455.60,,,288.10,,,4.00,,,4.00,,,3.00,,,0.00,0.00,288.10,100.50,0.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,187.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,4,,,,,,,,,4,,,,,,3,3,3,4,5,5,4,9,9,9,,4,4,10.00,4.00,2.00,1.00,2.00,3.00,4.00,1.00,913.71
17681.0,2.00,2.00,5.00,2,1,6,2,5,4,12,,,7,5,,12,2,,4,9,3,1,3,4,,3,1,9,,,,11,5,1,,,,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,4,,,,,,,,12,,,,,,,,4,12,1,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,882.39,882.39,882.39,882.39,1.00,1.00,1.00,1.00,294.13,294.13,294.13,294.13,294.13,3.00,3.00,3.00,3.00,3.00,,294.13,,,294.13,,,294.13,,,3.00,,,3.00,,,3.00,,448.90,0.00,,100.50,0.00,,,,0.00,0.00,0.00,13.40,0.00,0.00,0.00,4.02,0.00,201.00,14.07,0.00,100.50,0.00,3.00,1.00,,4.00,1.00,,,,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,1.00,4.00,1.00,1,2,,,,,,,,,,,,90.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,,4,4,4,,5,,,,,,,,5,,,,3,4,5,5,4,4,3,5,4,4,,5,4,10.00,4.00,2.00,2.00,3.00,1.00,2.00,2.00,1545.12
17682.0,6.00,4.00,5.00,1,1,2,7,8,,,,15,,,,2,3,,2,3,8,1,,,,1,5,,,,,11,6,1,,,,,,,,,,,2.00,,,,,,6,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,,2,3,,,,,,,,,,,,,,,,,2,3,,11001.0,11002.0,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,8.00,9.00,9.00,3.00,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,8.00,,,,,,,,8.00,,,,,,,,2937.87,2937.87,2442.15,2442.15,3.00,3.00,3.00,3.00,326.43,326.43,326.43,271.35,271.35,4.00,4.00,4.00,3.00,3.00,326.43,,,326.43,,,271.35,,,4.00,,,4.00,,,3.00,,,0.00,0.00,218.70,729.00,0.00,0.00,495.72,0.00,0.00,0.00,0.00,36.45,0.00,0.00,0.00,0.00,0.00,1458.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,,,6,,,,,,,,80.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,,5,5,,,,,,,,,,,,,4,5,5,5,5,5,5,5,5,5,,5,5,10.00,4.00,10.00,2.00,2.00,1.00,4.00,1.00,286.67
17683.0,1.00,1.00,,1,1,5,1,,1,,,,2,5,,3,1,,5,7,3,1,,,,6,5,,1,,,,4,1,,,,,,,,,,,2.00,,,,4,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,,,,,,,,,,,,,,,,,3,1,2,50911.0,11913.0,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8.00,,2.00,,,2.00,3.00,4.00,4.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,819.60,819.60,546.40,546.40,1.00,1.00,1.00,1.00,204.90,204.90,204.90,136.60,136.60,3.00,3.00,3.00,3.00,3.00,204.90,,,204.90,,,136.60,,,3.00,,,3.00,,,3.00,,,0.00,0.00,102.45,170.75,0.00,0.00,273.20,0.00,0.00,0.00,0.00,0.00,68.30,0.00,0.00,0.00,0.00,170.75,6.83,0.00,0.00,27.32,1.00,1.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,2.00,1,,3,4,,,,,,,,,,40.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,7,6,4,4,4,5,,,,,,,,,,,,,5,3,4,3,4,4,3,4,4,4,,4,5,10.00,4.00,1.00,2.00,4.00,1.00,1.00,1.00,1313.50
17684.0,1.00,1.00,,3,1,9,6,7,,,,15,,,,2,10,3,4,5,,5,4,3,,,,,,,,11,3,,,,,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,4,5,,,,,10,,,,,,,,,,1,10,5,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,761.79,761.79,761.79,761.79,1.00,1.00,1.00,1.00,253.93,253.93,253.93,253.93,253.93,3.00,3.00,3.00,3.00,3.00,,,253.93,,,253.93,,,253.93,,,3.00,,,3.00,,,3.00,596.30,0.00,,20.10,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,11.39,0.00,0.00,0.00,4.00,1.00,,2.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,,2,,,,,7,,,10,,,,0.00,30.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,10.00,0.00,0.00,0.00,3,4,7,4,4,5,4,5,5,,,,,5,,,,,,3,5,4,4,4,5,5,5,4,4,5,4,4,10.00,4.00,2.00,2.00,4.00,1.00,1.00,3.00,1204.91
17685.0,2.00,2.00,5.00,1,1,6,2,,6,,,,4,,,3,1,,3,1,,1,,,,4,5,,,,,11,4,1,,,,,,,,,,,2.00,,,,4,,,,,2.00,1.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,0.00,1,2,3,,,,,,,,,,,,,,,,,3,1,2,50030.0,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8.00,,2.00,,,2.00,3.00,4.00,4.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,894.73,894.73,669.34,669.34,1.00,1.00,1.00,1.00,223.68,223.68,223.68,167.34,167.34,3.00,3.00,3.00,3.00,3.00,223.68,,,223.68,,,167.34,,,3.00,,,3.00,,,3.00,,,0.00,0.00,136.60,239.05,0.00,0.00,225.39,0.00,0.00,0.00,0.00,0.00,0.00,136.60,0.00,0.00,0.00,136.60,0.00,0.00,0.00,20.49,1.00,1.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,2.00,1,2,,,,,,,,,,,,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,4,1,4,4,4,5,,,,,,,,,,,,,5,3,4,4,4,4,4,4,4,4,,5,5,10.00,4.00,1.00,2.00,3.00,1.00,2.00,1.00,1523.08
